Notes,County,County Code,Year,Year Code,Births,Total Population,Birth Rate,Average Age of Mother,Average LMP Gestational Age
,"Craven County, NC",37049,2014,2014,1500,104510,14.35,26.62,38.97
,"Craven County, NC",37049,2015,2015,1454,103451,14.05,26.7,38.9
,"Craven County, NC",37049,2016,2016,1438,103445,13.9,26.92,38.84
,"Craven County, NC",37049,2017,2017,1386,102578,13.51,27.2,38.57
Total,"Craven County, NC",37049,,,5778,413984,13.96,26.86,38.82
,"Cumberland County, NC",37051,2013,2013,5690,325871,17.46,26.44,38.79
,"Cumberland County, NC",37051,2014,2014,5702,326328,17.47,26.51,38.84
,"Cumberland County, NC",37051,2015,2015,5412,323838,16.71,26.86,38.63
,"Cumberland County, NC",37051,2016,2016,5446,327127,16.65,26.83,38.67
,"Cumberland County, NC",37051,2017,2017,5506,332546,16.56,26.98,38.82
Total,"Cumberland County, NC",37051,,,27756,1635710,16.97,26.72,38.75
,"Davidson County, NC",37057,2013,2013,1725,163420,10.56,26.82,38.9
,"Davidson County, NC",37057,2014,2014,1756,164072,10.7,26.77,38.94
,"Davidson County, NC",37057,2015,2015,1749,164622,10.62,26.7,38.79
,"Davidson County, NC",37057,2016,2016,1771,164926,10.74,27.11,38.79
,"Davidson County, NC",37057,2017,2017,1761,165466,10.64,27.14,38.58
Total,"Davidson County, NC",37057,,,8762,822506,10.65,26.91,38.8
,"Durham County, NC",37063,2013,2013,4193,288133,14.55,28.98,38.75
,"Durham County, NC",37063,2014,2014,4502,294460,15.29,29.32,38.73
,"Durham County, NC",37063,2015,2015,4231,300952,14.06,29.39,38.68
,"Durham County, NC",37063,2016,2016,4346,306212,14.19,29.68,38.75
,"Durham County, NC",37063,2017,2017,4181,311640,13.42,29.83,38.68
Total,"Durham County, NC",37063,,,21453,1501397,14.29,29.44,38.72
,"Forsyth County, NC",37067,2013,2013,4523,361220,12.52,28.08,39.28
,"Forsyth County, NC",37067,2014,2014,4549,365298,12.45,28.1,39.37
,"Forsyth County, NC",37067,2015,2015,4340,369019,11.76,28.12,38.73
,"Forsyth County, NC",37067,2016,2016,4496,371511,12.1,28.48,38.79
,"Forsyth County, NC",37067,2017,2017,4368,376320,11.61,28.53,38.69
Total,"Forsyth County, NC",37067,,,22276,1843368,12.08,28.26,38.98
,"Gaston County, NC",37071,2013,2013,2451,209420,11.7,26.97,38.81
,"Gaston County, NC",37071,2014,2014,2533,211127,12,27.17,38.87
,"Gaston County, NC",37071,2015,2015,2525,213442,11.83,27.24,38.78
,"Gaston County, NC",37071,2016,2016,2524,216965,11.63,27.54,38.78
,"Gaston County, NC",37071,2017,2017,2588,220182,11.75,27.64,38.76
Total,"Gaston County, NC",37071,,,12621,1071136,11.78,27.32,38.8
,"Guilford County, NC",37081,2013,2013,6173,506610,12.18,28.13,38.56
,"Guilford County, NC",37081,2014,2014,6089,512119,11.89,28.17,38.63
,"Guilford County, NC",37081,2015,2015,6096,517600,11.78,28.36,38.56
,"Guilford County, NC",37081,2016,2016,6259,521330,12.01,28.56,38.58
,"Guilford County, NC",37081,2017,2017,6218,526953,11.8,28.61,38.52
Total,"Guilford County, NC",37081,,,30835,2584612,11.93,28.37,38.57
,"Harnett County, NC",37085,2014,2014,1984,126666,15.66,27.5,38.63
,"Harnett County, NC",37085,2015,2015,1800,128140,14.05,27.82,38.7
,"Harnett County, NC",37085,2016,2016,1861,130881,14.22,28.04,38.65
,"Harnett County, NC",37085,2017,2017,1886,132754,14.21,28.13,38.87
Total,"Harnett County, NC",37085,,,7531,518441,14.53,27.87,38.71
,"Henderson County, NC",37089,2014,2014,1110,111149,9.99,28.04,38.64
,"Henderson County, NC",37089,2015,2015,1067,112655,9.47,27.76,38.63
,"Henderson County, NC",37089,2016,2016,1089,114209,9.54,28.14,38.6
,"Henderson County, NC",37089,2017,2017,1040,115708,8.99,28.36,38.74
Total,"Henderson County, NC",37089,,,4306,453721,9.49,28.07,38.65
,"Iredell County, NC",37097,2013,2013,1752,164517,10.65,27.39,38.75
,"Iredell County, NC",37097,2014,2014,1772,166675,10.63,27.84,38.86
,"Iredell County, NC",37097,2015,2015,1935,169866,11.39,28.08,38.74
,"Iredell County, NC",37097,2016,2016,1923,172916,11.12,28.31,38.78
,"Iredell County, NC",37097,2017,2017,1858,175711,10.57,28.55,38.74
Total,"Iredell County, NC",37097,,,9240,849685,10.87,28.05,38.77
,"Johnston County, NC",37101,2013,2013,2165,177967,12.17,27.94,38.7
,"Johnston County, NC",37101,2014,2014,2288,181423,12.61,27.94,38.7
,"Johnston County, NC",37101,2015,2015,2268,185660,12.22,28.22,38.6
,"Johnston County, NC",37101,2016,2016,2336,191450,12.2,28.38,39
,"Johnston County, NC",37101,2017,2017,2318,196708,11.78,28.53,38.77
Total,"Johnston County, NC",37101,,,11375,933208,12.19,28.21,38.76
,"Mecklenburg County, NC",37119,2013,2013,13831,990977,13.96,29.18,38.81
,"Mecklenburg County, NC",37119,2014,2014,14421,1012539,14.24,29.37,38.81
,"Mecklenburg County, NC",37119,2015,2015,14860,1034070,14.37,29.4,38.7
,"Mecklenburg County, NC",37119,2016,2016,14881,1054835,14.11,29.56,38.68
,"Mecklenburg County, NC",37119,2017,2017,14753,1076837,13.7,29.67,38.65
Total,"Mecklenburg County, NC",37119,,,72746,5169258,14.07,29.44,38.73
,"New Hanover County, NC",37129,2013,2013,2242,213267,10.51,28.81,38.65
,"New Hanover County, NC",37129,2014,2014,2283,216298,10.55,28.99,38.84
,"New Hanover County, NC",37129,2015,2015,2312,220358,10.49,29.23,38.9
,"New Hanover County, NC",37129,2016,2016,2241,223483,10.03,29.48,38.7
,"New Hanover County, NC",37129,2017,2017,2267,227198,9.98,29.59,38.6
Total,"New Hanover County, NC",37129,,,11345,1100604,10.31,29.22,38.74
,"Onslow County, NC",37133,2013,2013,4328,185220,23.37,25.72,39.43
,"Onslow County, NC",37133,2014,2014,4374,187589,23.32,25.71,39.28
,"Onslow County, NC",37133,2015,2015,4172,186311,22.39,25.95,39.17
,"Onslow County, NC",37133,2016,2016,3960,187136,21.16,26.25,39.3
,"Onslow County, NC",37133,2017,2017,4061,193893,20.94,26.19,39.27
Total,"Onslow County, NC",37133,,,20895,940149,22.23,25.96,39.29
,"Orange County, NC",37135,2013,2013,1191,140352,8.49,30.49,38.98
,"Orange County, NC",37135,2014,2014,1216,140420,8.66,30.73,39.01
,"Orange County, NC",37135,2015,2015,1206,141354,8.53,30.8,38.99
,"Orange County, NC",37135,2016,2016,1166,141796,8.22,30.74,38.86
,"Orange County, NC",37135,2017,2017,1179,144946,8.13,30.95,38.83
Total,"Orange County, NC",37135,,,5958,708868,8.4,30.74,38.93
,"Pitt County, NC",37147,2013,2013,2111,174263,12.11,27.44,38.62
,"Pitt County, NC",37147,2014,2014,2125,175354,12.12,27.62,38.82
,"Pitt County, NC",37147,2015,2015,2163,175842,12.3,27.81,38.65
,"Pitt County, NC",37147,2016,2016,2023,177220,11.42,27.99,38.54
,"Pitt County, NC",37147,2017,2017,2051,179042,11.46,28.23,38.61
Total,"Pitt County, NC",37147,,,10473,881721,11.88,27.81,38.65
,"Randolph County, NC",37151,2013,2013,1589,142577,11.14,26.58,38.8
,"Randolph County, NC",37151,2014,2014,1603,142778,11.23,26.88,38.82
,"Randolph County, NC",37151,2015,2015,1558,142799,10.91,26.96,38.78
,"Randolph County, NC",37151,2016,2016,1600,143416,11.16,27.16,38.73
,"Randolph County, NC",37151,2017,2017,1576,143282,11,27.54,38.68
Total,"Randolph County, NC",37151,,,7926,714852,11.09,27.02,38.76
,"Robeson County, NC",37155,2013,2013,1933,134841,14.34,25.56,38.52
,"Robeson County, NC",37155,2014,2014,1817,134760,13.48,25.76,38.57
,"Robeson County, NC",37155,2015,2015,1773,134197,13.21,25.7,38.66
,"Robeson County, NC",37155,2016,2016,1775,133235,13.32,26.29,38.6
,"Robeson County, NC",37155,2017,2017,1782,132606,13.44,26.14,38.39
Total,"Robeson County, NC",37155,,,9080,669639,13.56,25.89,38.55
,"Rowan County, NC",37159,2013,2013,1519,138323,10.98,26.54,38.77
,"Rowan County, NC",37159,2014,2014,1551,138630,11.19,26.67,38.78
,"Rowan County, NC",37159,2015,2015,1604,139142,11.53,26.71,38.71
,"Rowan County, NC",37159,2016,2016,1651,139933,11.8,27.02,38.52
,"Rowan County, NC",37159,2017,2017,1587,140644,11.28,27.2,38.73
Total,"Rowan County, NC",37159,,,7912,696672,11.36,26.83,38.7
,"Union County, NC",37179,2013,2013,2290,212756,10.76,28.76,38.85
,"Union County, NC",37179,2014,2014,2378,218568,10.88,29.22,38.91
,"Union County, NC",37179,2015,2015,2359,222742,10.59,29.24,38.72
,"Union County, NC",37179,2016,2016,2415,226606,10.66,29.39,38.81
,"Union County, NC",37179,2017,2017,2382,231366,10.3,29.43,38.79
Total,"Union County, NC",37179,,,11824,1112038,10.63,29.21,38.82
,"Wake County, NC",37183,2013,2013,12439,974289,12.77,29.93,38.78
,"Wake County, NC",37183,2014,2014,12641,998691,12.66,30.09,38.83
,"Wake County, NC",37183,2015,2015,12865,1024198,12.56,30.16,38.78
,"Wake County, NC",37183,2016,2016,13018,1046791,12.44,30.44,38.74
,"Wake County, NC",37183,2017,2017,12682,1072203,11.83,30.46,38.76
Total,"Wake County, NC",37183,,,63645,5116172,12.44,30.21,38.78
,"Wayne County, NC",37191,2013,2013,1705,124583,13.69,26.41,38.86
,"Wayne County, NC",37191,2014,2014,1718,124456,13.8,26.92,38.96
,"Wayne County, NC",37191,2015,2015,1631,124132,13.14,26.87,38.83
,"Wayne County, NC",37191,2016,2016,1636,124150,13.18,27.42,38.75
,"Wayne County, NC",37191,2017,2017,1611,124172,12.97,27.1,38.8
Total,"Wayne County, NC",37191,,,8301,621493,13.36,26.94,38.84
,"Unidentified Counties, NC",37999,2013,2013,36716,3475128,10.57,26.67,38.7
,"Unidentified Counties, NC",37999,2014,2014,31475,3018250,10.43,26.85,38.71
,"Unidentified Counties, NC",37999,2015,2015,31800,3022375,10.52,27.03,38.63
,"Unidentified Counties, NC",37999,2016,2016,31354,3026437,10.36,27.17,38.61
,"Unidentified Counties, NC",37999,2017,2017,31498,3034923,10.38,27.3,38.56
Total,"Unidentified Counties, NC",37999,,,162843,15577113,10.45,26.99,38.64
,"Cass County, ND",38017,2013,2013,2461,162829,15.11,28.51,38.85
,"Cass County, ND",38017,2014,2014,2572,167005,15.4,28.87,38.87
,"Cass County, ND",38017,2015,2015,2568,171512,14.97,28.88,38.95
,"Cass County, ND",38017,2016,2016,2639,175249,15.06,29.3,38.9
,"Cass County, ND",38017,2017,2017,2534,177787,14.25,29.39,38.92
Total,"Cass County, ND",38017,,,12774,854382,14.95,29,38.9
,"Unidentified Counties, ND",38999,2013,2013,8138,560564,14.52,27.39,38.77
,"Unidentified Counties, ND",38999,2014,2014,8787,572477,15.35,27.5,38.76
,"Unidentified Counties, ND",38999,2015,2015,8746,585415,14.94,27.68,38.73
,"Unidentified Counties, ND",38999,2016,2016,8744,582703,15.01,28,38.69
,"Unidentified Counties, ND",38999,2017,2017,8203,577606,14.2,28.22,38.7
Total,"Unidentified Counties, ND",38999,,,42618,2878765,14.8,27.76,38.73
,"Allen County, OH",39003,2013,2013,1275,105298,12.11,26.31,38.53
,"Allen County, OH",39003,2014,2014,1281,105040,12.2,26.71,38.25
,"Allen County, OH",39003,2015,2015,1286,104425,12.32,26.72,38.23
,"Allen County, OH",39003,2016,2016,1257,103742,12.12,26.96,38.15
,"Allen County, OH",39003,2017,2017,1244,103198,12.05,26.74,38.14
Total,"Allen County, OH",39003,,,6343,521703,12.16,26.69,38.26
,"Ashtabula County, OH",39007,2013,2013,1090,99811,10.92,26.57,38.57
,"Ashtabula County, OH",39007,2014,2014,1060,99175,10.69,26.57,38.62
,"Ashtabula County, OH",39007,2015,2015,1120,98632,11.36,26.94,38.69
,"Ashtabula County, OH",39007,2016,2016,1075,98231,10.94,26.99,38.66
,"Ashtabula County, OH",39007,2017,2017,1149,97807,11.75,26.89,38.6
Total,"Ashtabula County, OH",39007,,,5494,493656,11.13,26.79,38.63
,"Butler County, OH",39017,2013,2013,4458,371272,12.01,27.9,38.63
,"Butler County, OH",39017,2014,2014,4455,374158,11.91,27.98,38.61
,"Butler County, OH",39017,2015,2015,4588,376353,12.19,28.19,38.74
,"Butler County, OH",39017,2016,2016,4452,377537,11.79,28.31,38.61
,"Butler County, OH",39017,2017,2017,4466,380604,11.73,28.22,38.65
Total,"Butler County, OH",39017,,,22419,1879924,11.93,28.12,38.65
,"Clark County, OH",39023,2013,2013,1560,136167,11.46,25.92,38.69
,"Clark County, OH",39023,2014,2014,1594,136554,11.67,26.48,38.66
,"Clark County, OH",39023,2015,2015,1626,135959,11.96,26.42,38.57
,"Clark County, OH",39023,2016,2016,1532,134786,11.37,26.17,38.41
,"Clark County, OH",39023,2017,2017,1614,134557,11.99,26.33,38.62
Total,"Clark County, OH",39023,,,7926,678023,11.69,26.27,38.59
,"Clermont County, OH",39025,2013,2013,2272,200218,11.35,27.86,38.75
,"Clermont County, OH",39025,2014,2014,2312,201560,11.47,28.05,38.86
,"Clermont County, OH",39025,2015,2015,2281,201973,11.29,28.19,38.83
,"Clermont County, OH",39025,2016,2016,2293,203022,11.29,28.2,38.8
,"Clermont County, OH",39025,2017,2017,2311,204214,11.32,28.43,38.76
Total,"Clermont County, OH",39025,,,11469,1010987,11.34,28.15,38.8
,"Columbiana County, OH",39029,2013,2013,1094,105893,10.33,26.23,38.67
,"Columbiana County, OH",39029,2014,2014,1056,105686,9.99,26.78,38.8
,"Columbiana County, OH",39029,2015,2015,1097,104806,10.47,26.57,38.45
,"Columbiana County, OH",39029,2016,2016,1070,103685,10.32,26.66,38.67
,"Columbiana County, OH",39029,2017,2017,1025,103077,9.94,27.3,38.7
Total,"Columbiana County, OH",39029,,,5342,523147,10.21,26.7,38.66
,"Cuyahoga County, OH",39035,2013,2013,14918,1263154,11.81,27.79,38.5
,"Cuyahoga County, OH",39035,2014,2014,15083,1259828,11.97,28.11,38.5
,"Cuyahoga County, OH",39035,2015,2015,14842,1255921,11.82,28.27,38.47
,"Cuyahoga County, OH",39035,2016,2016,14758,1249352,11.81,28.41,38.48
,"Cuyahoga County, OH",39035,2017,2017,14550,1248514,11.65,28.58,38.41
Total,"Cuyahoga County, OH",39035,,,74151,6276769,11.81,28.23,38.47
,"Delaware County, OH",39041,2013,2013,2195,184979,11.87,30.79,38.75
,"Delaware County, OH",39041,2014,2014,2213,189113,11.7,30.97,38.82
,"Delaware County, OH",39041,2015,2015,2179,193013,11.29,31.08,38.77
,"Delaware County, OH",39041,2016,2016,2079,196463,10.58,31.27,38.83
,"Delaware County, OH",39041,2017,2017,2074,200464,10.35,31.01,38.63
Total,"Delaware County, OH",39041,,,10740,964032,11.14,31.02,38.76
,"Fairfield County, OH",39045,2013,2013,1723,148867,11.57,27.98,38.63
,"Fairfield County, OH",39045,2014,2014,1598,150381,10.63,27.62,38.58
,"Fairfield County, OH",39045,2015,2015,1695,151408,11.19,28.23,38.55
,"Fairfield County, OH",39045,2016,2016,1629,152597,10.68,28.39,38.56
