ID,State,State Code,Year,Year Code,Month,Month Code,Births,Average Age of Mother,Average LMP Gestational Age
1,Alabama,1,2013,2013,January,1,4934,26.34,38.17
2,Alabama,1,2013,2013,February,2,4307,26.53,38.29
3,Alabama,1,2013,2013,March,3,4581,26.55,38.25
4,Alabama,1,2013,2013,April,4,4572,26.66,38.25
5,Alabama,1,2013,2013,May,5,4761,26.86,38.19
6,Alabama,1,2013,2013,June,6,4545,26.64,38.31
7,Alabama,1,2013,2013,July,7,5282,26.71,38.44
8,Alabama,1,2013,2013,August,8,5308,26.76,38.45
9,Alabama,1,2013,2013,September,9,4884,26.72,38.34
10,Alabama,1,2013,2013,October,10,4972,26.77,38.35
11,Alabama,1,2013,2013,November,11,4774,26.76,38.29
12,Alabama,1,2013,2013,December,12,5247,26.7,38.33
13,Alabama,1,2014,2014,January,1,4924,26.72,38.32
14,Alabama,1,2014,2014,February,2,4590,26.85,38.41
15,Alabama,1,2014,2014,March,3,4668,26.96,38.27
16,Alabama,1,2014,2014,April,4,4685,26.81,38.29
17,Alabama,1,2014,2014,May,5,4832,27.01,38.22
18,Alabama,1,2014,2014,June,6,4746,26.89,38.32
19,Alabama,1,2014,2014,July,7,5193,26.9,38.37
20,Alabama,1,2014,2014,August,8,5165,26.78,38.27
21,Alabama,1,2014,2014,September,9,5138,26.86,38.46
22,Alabama,1,2014,2014,October,10,5271,26.99,38.37
23,Alabama,1,2014,2014,November,11,4753,27.02,38.28
24,Alabama,1,2014,2014,December,12,5457,26.89,38.27
25,Alabama,1,2015,2015,January,1,4970,26.93,38.34
26,Alabama,1,2015,2015,February,2,4473,27.02,38.22
27,Alabama,1,2015,2015,March,3,4941,27.02,38.33
28,Alabama,1,2015,2015,April,4,4643,27.07,38.21
29,Alabama,1,2015,2015,May,5,4700,27.11,38.32
30,Alabama,1,2015,2015,June,6,4953,27.06,38.3
31,Alabama,1,2015,2015,July,7,5339,26.9,38.41
32,Alabama,1,2015,2015,August,8,5192,27.12,38.42
33,Alabama,1,2015,2015,September,9,5217,27.01,38.36
34,Alabama,1,2015,2015,October,10,5129,27.05,38.33
35,Alabama,1,2015,2015,November,11,4886,26.99,38.35
36,Alabama,1,2015,2015,December,12,5214,27.08,38.31
37,Alabama,1,2016,2016,January,1,4805,27.05,38.26
38,Alabama,1,2016,2016,February,2,4718,27.16,38.39
39,Alabama,1,2016,2016,March,3,4825,27.31,38.26
40,Alabama,1,2016,2016,April,4,4527,27.24,38.34
41,Alabama,1,2016,2016,May,5,4802,27.32,38.22
42,Alabama,1,2016,2016,June,6,5047,27.19,38.29
43,Alabama,1,2016,2016,July,7,5043,27.15,38.31
44,Alabama,1,2016,2016,August,8,5325,27.13,38.36
45,Alabama,1,2016,2016,September,9,5239,27.28,38.46
46,Alabama,1,2016,2016,October,10,4973,27.21,38.46
47,Alabama,1,2016,2016,November,11,4910,27.01,38.34
48,Alabama,1,2016,2016,December,12,4937,27.06,38.3
49,Alabama,1,2017,2017,January,1,4937,27.16,38.32
50,Alabama,1,2017,2017,February,2,4497,27.25,38.4
51,Alabama,1,2017,2017,March,3,4809,27.38,38.25
52,Alabama,1,2017,2017,April,4,4383,27.28,38.3
53,Alabama,1,2017,2017,May,5,4763,27.34,38.23
54,Alabama,1,2017,2017,June,6,4823,27.33,38.31
55,Alabama,1,2017,2017,July,7,5053,27.09,38.26
56,Alabama,1,2017,2017,August,8,5539,27.29,38.34
57,Alabama,1,2017,2017,September,9,5211,27.31,38.3
58,Alabama,1,2017,2017,October,10,5061,27.27,38.28
59,Alabama,1,2017,2017,November,11,4969,27.44,38.27
60,Alabama,1,2017,2017,December,12,4896,27.4,38.32
61,Alaska,2,2013,2013,January,1,974,27.32,38.69
62,Alaska,2,2013,2013,February,2,836,27.58,38.86
63,Alaska,2,2013,2013,March,3,983,27.61,38.8
64,Alaska,2,2013,2013,April,4,917,27.53,38.8
65,Alaska,2,2013,2013,May,5,945,27.44,38.91
66,Alaska,2,2013,2013,June,6,982,27.44,38.83
67,Alaska,2,2013,2013,July,7,961,27.8,38.95
68,Alaska,2,2013,2013,August,8,1041,27.72,38.96
69,Alaska,2,2013,2013,September,9,965,27.61,39.03
70,Alaska,2,2013,2013,October,10,975,27.76,38.76
71,Alaska,2,2013,2013,November,11,939,28.04,38.89
72,Alaska,2,2013,2013,December,12,928,28,38.73
73,Alaska,2,2014,2014,January,1,952,27.67,38.89
74,Alaska,2,2014,2014,February,2,895,27.77,38.83
75,Alaska,2,2014,2014,March,3,914,27.46,38.9
76,Alaska,2,2014,2014,April,4,960,27.65,38.86
77,Alaska,2,2014,2014,May,5,997,27.45,38.9
78,Alaska,2,2014,2014,June,6,921,27.72,38.96
79,Alaska,2,2014,2014,July,7,1010,27.77,38.99
80,Alaska,2,2014,2014,August,8,977,27.89,38.84
81,Alaska,2,2014,2014,September,9,961,27.67,38.85
82,Alaska,2,2014,2014,October,10,978,27.81,38.82
83,Alaska,2,2014,2014,November,11,894,27.97,38.83
84,Alaska,2,2014,2014,December,12,933,27.77,38.76
85,Alaska,2,2015,2015,January,1,915,27.78,38.93
86,Alaska,2,2015,2015,February,2,887,27.79,38.84
87,Alaska,2,2015,2015,March,3,963,27.85,38.79
88,Alaska,2,2015,2015,April,4,940,28.06,38.86
89,Alaska,2,2015,2015,May,5,975,27.95,38.86
90,Alaska,2,2015,2015,June,6,906,27.96,38.97
91,Alaska,2,2015,2015,July,7,1020,27.71,38.96
92,Alaska,2,2015,2015,August,8,977,27.75,38.9
93,Alaska,2,2015,2015,September,9,962,27.96,38.86
94,Alaska,2,2015,2015,October,10,925,28.11,38.75
95,Alaska,2,2015,2015,November,11,880,28.13,38.84
96,Alaska,2,2015,2015,December,12,932,28.31,38.8
97,Alaska,2,2016,2016,January,1,938,28.06,38.95
98,Alaska,2,2016,2016,February,2,840,27.91,39.05
99,Alaska,2,2016,2016,March,3,967,28.2,38.74
100,Alaska,2,2016,2016,April,4,912,28.32,38.84
101,Alaska,2,2016,2016,May,5,955,28.3,38.87
102,Alaska,2,2016,2016,June,6,980,28.11,38.87
103,Alaska,2,2016,2016,July,7,955,27.97,38.72
104,Alaska,2,2016,2016,August,8,957,28.2,38.81
105,Alaska,2,2016,2016,September,9,951,27.9,38.75
106,Alaska,2,2016,2016,October,10,958,28.09,38.78
107,Alaska,2,2016,2016,November,11,897,28.21,38.8
108,Alaska,2,2016,2016,December,12,899,28.31,38.67
109,Alaska,2,2017,2017,January,1,796,28.4,38.57
110,Alaska,2,2017,2017,February,2,783,28.61,38.73
111,Alaska,2,2017,2017,March,3,906,28.15,38.82
112,Alaska,2,2017,2017,April,4,867,28.21,38.76
113,Alaska,2,2017,2017,May,5,895,28.8,38.87
114,Alaska,2,2017,2017,June,6,896,28.43,38.79
115,Alaska,2,2017,2017,July,7,911,28.23,38.91
116,Alaska,2,2017,2017,August,8,929,28.45,38.91
117,Alaska,2,2017,2017,September,9,934,28.19,38.83
118,Alaska,2,2017,2017,October,10,864,28.61,38.75
119,Alaska,2,2017,2017,November,11,806,28.44,38.95
120,Alaska,2,2017,2017,December,12,858,28.54,38.6
121,Arizona,4,2013,2013,January,1,7139,27.46,38.66
122,Arizona,4,2013,2013,February,2,6465,27.42,38.68
123,Arizona,4,2013,2013,March,3,7134,27.49,38.59
124,Arizona,4,2013,2013,April,4,6756,27.6,38.67
125,Arizona,4,2013,2013,May,5,6742,27.69,38.54
126,Arizona,4,2013,2013,June,6,6741,27.58,38.63
127,Arizona,4,2013,2013,July,7,7400,27.61,38.53
128,Arizona,4,2013,2013,August,8,7487,27.54,38.62
129,Arizona,4,2013,2013,September,9,7590,27.58,38.75
130,Arizona,4,2013,2013,October,10,7558,27.61,38.62
131,Arizona,4,2013,2013,November,11,7177,27.61,38.64
132,Arizona,4,2013,2013,December,12,7411,27.48,38.7
133,Arizona,4,2014,2014,January,1,7333,27.68,38.63
134,Arizona,4,2014,2014,February,2,6610,27.71,38.62
135,Arizona,4,2014,2014,March,3,7097,27.73,38.61
136,Arizona,4,2014,2014,April,4,6687,27.76,38.68
137,Arizona,4,2014,2014,May,5,6909,27.86,38.54
138,Arizona,4,2014,2014,June,6,6861,27.88,38.48
139,Arizona,4,2014,2014,July,7,7751,27.85,38.55
140,Arizona,4,2014,2014,August,8,7736,27.73,38.72
141,Arizona,4,2014,2014,September,9,7680,27.8,38.65
142,Arizona,4,2014,2014,October,10,7575,27.65,38.6
143,Arizona,4,2014,2014,November,11,7023,27.84,38.56
144,Arizona,4,2014,2014,December,12,7625,27.85,38.66
145,Arizona,4,2015,2015,January,1,7190,27.8,38.58
146,Arizona,4,2015,2015,February,2,6678,27.88,38.62
147,Arizona,4,2015,2015,March,3,7203,27.91,38.62
148,Arizona,4,2015,2015,April,4,6650,27.92,38.68
149,Arizona,4,2015,2015,May,5,6835,27.93,38.75
150,Arizona,4,2015,2015,June,6,6805,27.93,38.53
151,Arizona,4,2015,2015,July,7,7060,27.84,38.57
152,Arizona,4,2015,2015,August,8,7400,27.96,38.63
153,Arizona,4,2015,2015,September,9,7714,27.84,38.64
154,Arizona,4,2015,2015,October,10,7518,27.97,38.63
155,Arizona,4,2015,2015,November,11,6965,28.1,38.61
156,Arizona,4,2015,2015,December,12,7333,27.94,38.62
157,Arizona,4,2016,2016,January,1,7073,28.04,38.63
158,Arizona,4,2016,2016,February,2,6749,28.03,38.61
159,Arizona,4,2016,2016,March,3,6851,28.14,38.63
160,Arizona,4,2016,2016,April,4,6570,27.95,38.66
161,Arizona,4,2016,2016,May,5,6730,28.14,38.59
162,Arizona,4,2016,2016,June,6,6766,28.03,38.6
163,Arizona,4,2016,2016,July,7,7059,27.92,38.57
164,Arizona,4,2016,2016,August,8,7726,27.99,38.73
165,Arizona,4,2016,2016,September,9,7691,28.07,38.69
166,Arizona,4,2016,2016,October,10,7192,28.04,38.69
167,Arizona,4,2016,2016,November,11,6897,28.15,38.62
168,Arizona,4,2016,2016,December,12,7216,28.2,38.58
169,Arizona,4,2017,2017,January,1,6958,28.12,38.56
170,Arizona,4,2017,2017,February,2,6168,28.18,38.57
171,Arizona,4,2017,2017,March,3,6797,28.15,38.52
172,Arizona,4,2017,2017,April,4,6308,28.16,38.57
173,Arizona,4,2017,2017,May,5,6523,28.19,38.5
174,Arizona,4,2017,2017,June,6,6625,28.18,38.52
175,Arizona,4,2017,2017,July,7,6980,28.23,38.48
176,Arizona,4,2017,2017,August,8,7425,28.26,38.6
177,Arizona,4,2017,2017,September,9,7219,28.2,38.58
178,Arizona,4,2017,2017,October,10,7319,28.29,38.62
179,Arizona,4,2017,2017,November,11,6798,28.33,38.57
180,Arizona,4,2017,2017,December,12,6752,28.26,38.59
181,Arkansas,5,2013,2013,January,1,3188,26.05,38.45
182,Arkansas,5,2013,2013,February,2,2874,26.05,38.6
183,Arkansas,5,2013,2013,March,3,2983,26.1,38.4
184,Arkansas,5,2013,2013,April,4,2971,26.26,38.57
185,Arkansas,5,2013,2013,May,5,3098,26.34,38.35
186,Arkansas,5,2013,2013,June,6,2950,26.47,38.4
187,Arkansas,5,2013,2013,July,7,3368,26.33,38.66
188,Arkansas,5,2013,2013,August,8,3475,26.21,38.55
189,Arkansas,5,2013,2013,September,9,3289,26.4,38.56
190,Arkansas,5,2013,2013,October,10,3247,26.4,38.6
191,Arkansas,5,2013,2013,November,11,2992,26.39,38.48
192,Arkansas,5,2013,2013,December,12,3397,26.31,38.62
193,Arkansas,5,2014,2014,January,1,3228,26.32,38.33
194,Arkansas,5,2014,2014,February,2,2888,26.58,38.47
195,Arkansas,5,2014,2014,March,3,3046,26.7,38.76
196,Arkansas,5,2014,2014,April,4,3088,26.6,39.06
197,Arkansas,5,2014,2014,May,5,3146,26.69,38.76
198,Arkansas,5,2014,2014,June,6,3085,26.48,38.82
199,Arkansas,5,2014,2014,July,7,3310,26.45,38.68
200,Arkansas,5,2014,2014,August,8,3393,26.43,38.84
201,Arkansas,5,2014,2014,September,9,3264,26.28,38.77
202,Arkansas,5,2014,2014,October,10,3412,26.69,38.63
203,Arkansas,5,2014,2014,November,11,3177,26.48,38.55
204,Arkansas,5,2014,2014,December,12,3474,26.45,38.69
205,Arkansas,5,2015,2015,January,1,3228,26.47,38.66
206,Arkansas,5,2015,2015,February,2,2830,26.41,38.58
207,Arkansas,5,2015,2015,March,3,3216,26.53,38.5
208,Arkansas,5,2015,2015,April,4,3188,26.79,38.5
209,Arkansas,5,2015,2015,May,5,3168,26.76,38.47
210,Arkansas,5,2015,2015,June,6,3134,26.69,38.47
211,Arkansas,5,2015,2015,July,7,3473,26.84,38.51
212,Arkansas,5,2015,2015,August,8,3443,26.65,38.59
213,Arkansas,5,2015,2015,September,9,3304,26.71,38.61
214,Arkansas,5,2015,2015,October,10,3296,26.47,38.52
215,Arkansas,5,2015,2015,November,11,3156,26.67,38.48
216,Arkansas,5,2015,2015,December,12,3450,26.68,38.52
217,Arkansas,5,2016,2016,January,1,3068,26.74,38.6
218,Arkansas,5,2016,2016,February,2,2997,26.89,38.56
219,Arkansas,5,2016,2016,March,3,3200,26.86,38.57
220,Arkansas,5,2016,2016,April,4,2951,26.77,38.58
221,Arkansas,5,2016,2016,May,5,3033,26.86,38.41
222,Arkansas,5,2016,2016,June,6,3237,26.77,38.49
223,Arkansas,5,2016,2016,July,7,3414,26.73,38.55
224,Arkansas,5,2016,2016,August,8,3532,26.69,38.59
225,Arkansas,5,2016,2016,September,9,3358,26.75,38.64
226,Arkansas,5,2016,2016,October,10,3119,26.83,38.49
227,Arkansas,5,2016,2016,November,11,3140,26.57,38.57
228,Arkansas,5,2016,2016,December,12,3225,26.74,38.56
229,Arkansas,5,2017,2017,January,1,3158,26.79,38.63
230,Arkansas,5,2017,2017,February,2,2792,26.62,38.63
231,Arkansas,5,2017,2017,March,3,3053,26.71,38.61
232,Arkansas,5,2017,2017,April,4,2783,26.92,38.65
233,Arkansas,5,2017,2017,May,5,3027,26.97,38.59
234,Arkansas,5,2017,2017,June,6,3087,26.79,38.37
235,Arkansas,5,2017,2017,July,7,3323,27,38.61
236,Arkansas,5,2017,2017,August,8,3614,26.92,38.59
237,Arkansas,5,2017,2017,September,9,3285,26.86,38.63
238,Arkansas,5,2017,2017,October,10,3124,26.9,38.5
239,Arkansas,5,2017,2017,November,11,3170,26.98,38.54
240,Arkansas,5,2017,2017,December,12,3104,26.88,38.43
241,California,6,2013,2013,January,1,41251,28.93,38.76
242,California,6,2013,2013,February,2,36711,28.97,38.75
243,California,6,2013,2013,March,3,40704,29.01,38.74
244,California,6,2013,2013,April,4,38794,29.02,38.77
245,California,6,2013,2013,May,5,40516,29.04,38.72
246,California,6,2013,2013,June,6,39006,29.02,38.71
247,California,6,2013,2013,July,7,42692,28.97,38.75
248,California,6,2013,2013,August,8,44888,28.94,38.74
249,California,6,2013,2013,September,9,43804,28.98,38.76
250,California,6,2013,2013,October,10,43653,29.1,38.74
251,California,6,2013,2013,November,11,40673,29.09,38.73
252,California,6,2013,2013,December,12,42013,29.05,38.74
253,California,6,2014,2014,January,1,41043,29.11,38.73
254,California,6,2014,2014,February,2,37359,29.21,38.73
255,California,6,2014,2014,March,3,40680,29.2,38.73
256,California,6,2014,2014,April,4,39912,29.28,38.75
257,California,6,2014,2014,May,5,41668,29.29,38.73
258,California,6,2014,2014,June,6,40497,29.31,38.7
259,California,6,2014,2014,July,7,44619,29.23,38.72
260,California,6,2014,2014,August,8,44821,29.2,38.75
261,California,6,2014,2014,September,9,45004,29.18,38.78
